gl,bf,proper,dist,absmag,x,y,z
,32Alp Leo,Regulus,24.3132,-0.569,-21.018857,11.132218,5.041397
NN 3803A,,,24.3309,10.369,-13.545077,-6.640244,19.090069
Wo 9540A,Xi  Sco,,24.3309,2.909,-11.530023,-20.879358,-4.798287
Wo 9540B,Xi  Sco,,24.3309,3.069,-11.530091,-20.87948,-4.798316
Wo 9540C,,,24.3309,5.369,-11.530152,-20.879516,-4.79752
Wo 9782B,,,24.3309,9.769,22.273746,-9.612433,1.863882
,,,24.3368,10.079,-19.100935,0.348479,-15.076892
,,,24.3487,9.508,11.855377,19.043892,-9.467807
,,,24.3546,3.667,20.060574,13.790344,0.747076
Gl 697,,,24.3546,6.567,-0.643456,-22.677829,8.856814
Gl 615.1B,,,24.3605,5.567,-10.63351,-21.164717,5.698159
Gl 245.1,,,24.3784,3.985,-4.076302,20.315775,-12.844197
Gl 54.2B,,,24.3843,5.914,22.892911,7.700849,-3.355702
,,,24.3902,6.034,17.085459,17.09245,3.288936
GJ 1196,,,24.3902,7.264,-11.401404,-18.722649,-10.693561
NN 3085,,,24.3902,11.524,20.548702,7.415838,-10.846108
NN 3104,,,24.3902,10.894,22.040337,10.221523,2.150786
NN 3123,,,24.3902,11.074,15.254344,8.810302,16.869066
Gl 92.1,,,24.3902,6.334,11.063263,7.63129,20.353316
NN 3153,,,24.3902,12.844,19.905602,14.037292,1.266212
NN 3164,,,24.3902,11.684,14.234442,11.321169,16.250958
NN 3169A,,,24.3902,11.694,16.016844,13.061448,12.951493
NN 3170B,,,24.3902,11.964,16.016844,13.061448,12.951493
NN 3249,,,24.3902,10.764,13.135495,19.98818,-4.776328
NN 3303,,,24.3902,11.764,7.559801,19.935156,-11.84571
Wo 9160B,,,24.3902,5.364,8.260197,22.143786,-6.025263
NN 3315,,,24.3902,9.854,5.078702,16.1693,17.539737
NN 3384,,,24.3902,10.504,-0.639286,20.318099,13.477687
NN 3429,,,24.3902,9.424,-6.188165,20.035788,12.456149
NN 3473A,,,24.3902,11.764,-12.392658,20.959088,1.421456
NN 3474B,,,24.3902,15.064,-12.38972,20.961111,1.417221
NN 3521,,,24.3902,12.564,-5.333061,5.556563,-23.142276
NN 3529,,,24.3902,15.034,-5.090366,4.848504,23.355128
NN 3658,,,24.3902,10.804,-17.082512,2.755599,17.189425
NN 3670B,,,24.3902,7.284,-23.447846,2.905246,6.050968
NN 3717,,,24.3902,10.224,-22.134178,-1.39605,10.149438
NN 3733,,,24.3902,11.284,-20.567639,-2.921974,12.77952
NN 3749,,,24.3902,11.714,-16.19951,-3.455712,17.902956
NN 3767,,,24.3902,13.814,-20.971252,-6.791132,10.438822
NN 3875,,,24.3902,12.734,-13.271743,-12.696373,16.048203
Wo 9543B,,,24.3902,7.064,-9.803307,-17.988824,-13.23553
Wo 9543C,,,24.3902,9.164,-9.803307,-17.988824,-13.23553
NN 3955,,,24.3902,11.244,-9.176579,-21.629655,6.544484
NN 3958,,,24.3902,12.644,-0.314493,-1.049521,-24.365579
NN 4020A,,,24.3902,8.344,-1.091645,-11.685225,21.380965
NN 4021B,,,24.3902,12.764,-1.090896,-11.686538,21.380287
NN 4025,,,24.3902,9.544,-1.566763,-24.101074,-3.400782
NN 4074,,,24.3902,10.714,4.254255,-20.917096,-11.800774
NN 4100,,,24.3902,10.244,7.396662,-23.232394,0.653536
NN 4121,,,24.3902,11.964,3.565614,-7.053165,-23.074252
NN 4128,,,24.3902,10.494,9.81238,-18.062922,13.127449
NN 4138,,,24.3902,6.014,10.370014,-16.056918,15.149426
NN 4221,,,24.3902,11.934,20.459099,-13.263816,0.61505
Gl 838.1A,,,24.3902,6.714,20.421863,-13.110683,2.431804
Gl 838.1B,,,24.3902,12.964,20.44764,-13.07712,2.401006
NN 4235,,,24.3902,13.414,15.070387,-9.210107,-16.820798
NN 4252,,,24.3902,11.664,21.303114,-11.674406,2.183448
NN 4263,,,24.3902,11.404,21.084427,-10.572135,-6.20957
Wo 9801B,,,24.3902,11.584,22.992333,-6.974667,4.193866
NN 4356A,,,24.3902,12.304,22.670502,-2.091412,8.749642
NN 4357B,,,24.3902,15.964,22.670907,-2.089784,8.74898
,,,24.3962,4.623,-13.94332,-19.668423,-3.730054
,,,24.4021,3.723,14.834494,-18.919995,-4.175886
Gl 106.1A,86Gam Cet,,24.4081,1.532,18.440324,15.931398,1.377729
,,,24.4141,8.402,-8.380089,21.669385,-7.500677
,,,24.42,4.991,-16.325121,-5.452048,-17.323452
Gl 825.2,,,24.42,4.811,13.529293,-11.508786,-16.758494
,,,24.432,9.63,5.209019,-18.816853,-14.687233
NN 4210,,,24.432,9.68,17.729026,-12.424801,11.323806
Wo 9343,48Bet UMa,Merak,24.4499,0.399,-13.103033,3.398358,20.360601
NN 3066,,,24.4499,7.179,8.474835,2.155228,22.832174
Wo 9648B,,,24.4499,3.909,4.876505,-14.989681,18.689803
Gl 321.3B,,,24.4499,3.059,-9.299716,10.632594,-19.956473
Gl 321.3C,,,24.4499,9.059,-9.307446,10.63041,-19.954033
Gl 321.3D,,,24.4499,11.559,-9.307446,10.63041,-19.954033
NN 3624,,,24.4499,17.169,-23.197749,7.419388,2.148199
NN 3882,,,24.4499,12.789,-16.893977,-16.505812,6.320546
Wo 9557B,,,24.4499,9.059,-7.955846,-17.044462,15.620129
Gl 893.1,,,24.4499,13.479,23.811588,-4.799112,-2.788264
NN 4304A,,,24.4559,9.288,23.388476,-6.712392,2.452353
Gl 226.2,,,24.4678,7.807,-0.317036,9.169504,22.682452
,,,24.4738,7.646,9.377873,13.454096,-18.166168
,,,24.4738,6.486,-3.921987,-20.994858,11.94993
NN 3187,,,24.4918,6.145,14.925578,13.958334,-13.50063
,,,24.5038,9.484,-17.403932,-17.036427,-2.701763
Wo 9809,,,24.5038,8.924,10.473419,-2.510545,22.010017
Gl 571,,,24.5158,8.223,-12.475577,-12.424412,-17.059232
,,,24.5218,7.562,-15.416833,0.871496,19.049421
NN 3874,,,24.5218,9.332,-17.455496,-16.694151,4.234345
NN 3706,,,24.5278,5.512,-18.703357,-0.785614,15.848675
Gl 629,,,24.5278,5.292,-7.177758,-17.654687,-15.439644
NN 4382,,,24.5278,4.772,15.618329,-0.128558,18.911976
Gl 333.2B,,,24.5278,10.732,-17.333104,17.206472,2.240759
,,,24.5519,6.21,-9.761725,22.334117,-2.948175
Gl 587.1,,,24.5519,9.12,-13.608403,-17.421383,10.681879
,,,24.57,5.158,-0.989584,-0.338043,-24.547701
,,,24.57,7.028,-12.736674,-13.086202,-16.438168
Wo 9029B,,,24.57,13.548,19.213836,4.04025,-14.771249
NN 3201,,,24.57,12.748,12.225737,13.154631,16.768181
NN 3451,,,24.57,14.508,-9.047069,20.837807,9.360624
NN 3951B,,,24.57,12.558,-2.599964,-5.474153,23.810895
,,,24.5761,5.197,-2.473872,19.605279,14.611502
Gl 891.1,7    And,,24.5881,2.576,15.657659,-3.288881,18.670848
Gl 468,,,24.5942,7.286,-23.170096,-2.898984,-7.721295
,,,24.5942,8.346,19.261042,7.23826,-13.47199
NN 3415A,,,24.6002,7.125,-4.591439,18.256142,15.837431
,,,24.6184,9.264,-18.480522,7.574973,-14.392904
,,,24.6305,4.983,-5.71737,22.029756,9.416107
NN 3172,,,24.6305,13.203,19.039862,15.624393,0.153317
,,,24.6366,5.812,-12.219251,-5.77754,20.597865
Gl 113A,,,24.6366,5.602,16.293382,14.690255,11.211114
NN 3433,,,24.6427,8.002,-7.258351,22.734401,-6.142152
Gl 786.1,,,24.6427,8.022,10.073495,-14.951845,16.799692
Gl 469.2A,,,24.6488,4.411,-23.772227,-3.13807,-5.709459
Gl 444B,,,24.6488,12.241,-24.087436,1.360685,-5.05048
,,,24.6548,6.44,-7.078709,21.191311,10.423801
,,,24.6609,5.11,13.28457,19.440674,7.330867
Gl 794.2,Phi2Pav,,24.6609,3.15,7.795677,-9.286908,-21.473863
Gl 284,,,24.6731,3.079,-7.553389,15.668249,-17.499329
Gl 459,69Del UMa,Megrez,24.6853,1.358,-13.402309,-0.903455,20.710384
,,,24.6853,6.578,-18.527805,-1.783816,-16.214268
NN 3760,,,24.6914,9.777,-18.885635,-5.54921,14.906519
Gl 321.3A,Del Vel,,24.6975,-0.033,-9.394033,10.739813,-20.158771
,,,24.7158,4.685,22.378448,-5.674781,8.82455
Gl 336.1,,,24.7341,8.974,-12.601231,11.394722,17.976233
,,,24.7402,6.803,-1.196618,-0.34379,24.708853
Wo 9674,,,24.7402,10.313,7.496701,-13.541107,19.300658
NN 3302,,,24.7525,12.332,8.635404,22.691536,4.817702
NN 3448B,,,24.7525,10.982,-9.236565,21.750059,7.369331
NN 4072,,,24.7525,12.952,4.648793,-24.242194,1.87282
GJ 1255C,,,24.7525,8.432,3.902295,-4.75991,23.97502
Gl 894.1,,,24.7586,8.951,16.826159,-3.095846,17.89642
NN 3883,,,24.7647,8.231,-8.932665,-8.798147,21.356275
,,,24.7709,9.16,23.523444,5.95676,-4.976153
NN 3298,,,24.777,6.77,7.325216,18.397104,-14.892531
,,,24.777,7.26,7.081173,-23.515508,3.283736
NN 4280,,,24.777,7.55,10.01402,-4.325954,22.246466
Gl 509.1,,,24.7831,7.719,-12.305397,-4.685954,20.99567
NN 4058,,,24.7831,9.309,2.160662,-19.314356,15.378207
NN 4303,,,24.7893,9.629,14.561208,-4.212978,-19.614573
,,,24.7954,4.998,19.404193,1.698228,15.343049
,,,24.7954,8.908,7.254394,22.850007,-6.329518
,,,24.7954,8.688,-1.523466,-17.811596,-17.182491
Gl 535,,,24.8016,7.078,-19.823617,-11.367268,9.638635
,,,24.8016,9.088,13.086201,9.485195,18.812278
NN 4199,,,24.8016,7.258,18.128823,-13.781913,9.824145
NN 3308,,,24.8139,11.427,7.692634,22.164047,8.081339
NN 4195,,,24.8139,9.627,19.380556,-15.171871,3.15246
NN 4334,,,24.8139,12.617,14.720244,-2.220532,19.852287
,,,24.8201,4.866,0.8777,-21.487266,12.39187
,,,24.8262,7.235,-8.799266,22.212314,-6.747312
,,,24.8262,4.565,23.472353,-5.208888,6.185167
,,,24.8324,5.925,-15.762293,18.951394,3.007147
Gl 186,,,24.8571,7.303,5.586743,22.145521,-9.812676
,,,24.8633,4.182,-21.103192,-11.677623,6.038736
NN 3375,34Bet Aur,Menkalinan,24.8694,-0.078,0.036195,17.601288,17.569058
NN 3754,,,24.8756,15.841,-14.002434,-3.113049,20.323295
Wo 9600,,,24.8756,10.171,-1.717983,-23.523884,-7.903854
NN 4307,,,24.8756,12.701,8.859721,-2.532204,23.106034
Gl 458.2,,,24.8818,8.571,-16.375455,-1.083879,18.702042
NN 4349,,,24.888,9.74,14.023836,-1.447567,20.509732
,,,24.8942,8.55,-14.534901,-18.792324,-7.436829
,,,24.9004,5.939,-13.45254,8.983521,-18.930278
,,,24.9314,5.276,-7.129594,-6.498545,-22.9894
GJ 1124,,,24.9377,5.706,-14.719753,12.087455,16.096335
Gl 29,,,24.9563,3.904,12.486498,2.225749,-21.493045
NN 3038,,,24.9688,7.663,11.188406,1.585223,-22.26539
NN 4018A,,,24.9688,9.083,-1.972545,-22.006371,11.630551
,,,24.9688,7.853,15.257058,-17.549589,-9.092585
Gl 690A,,,24.975,7.112,-0.746452,-7.959035,23.661083
Gl 82.1,,,24.9813,5.152,18.141117,10.380114,13.682198
NN 4180,,,24.9813,10.142,18.062204,-17.149407,1.928718
,,,24.9813,5.122,16.33202,-3.622125,18.552832
Gl 469.2B,,,24.9813,7.212,-24.092869,-3.180208,-5.78665
GJ 2049,,,25,8.77,-2.199819,22.954352,-9.657045
NN 3055,,,25,11.99,21.975471,4.562595,-11.011875
NN 3083,,,25,9.57,20.681854,7.30676,11.994673
NN 3088,,,25,12.21,20.852819,7.575023,-11.522975
NN 3124,,,25,11.94,17.362246,10.035963,14.927555
NN 3151A,,,25,10.69,16.162425,11.361043,15.32001
NN 3152B,,,25,14.71,16.162425,11.361043,15.32001
NN 3163,,,25,6.9,19.448034,15.32967,3.431507
NN 3191,,,25,11.42,15.075788,14.98054,13.164499
NN 3212,,,25,9.64,16.278433,18.503202,-4.200491
NN 3214,,,25,11.34,7.940242,9.353483,21.782216
NN 3226,,,25,8.46,15.191066,19.380742,4.3149
NN 3268,,,25,11.88,6.653738,13.154995,-20.190936
Wo 9155B,,,25,5.31,5.516438,12.419925,-20.983445
NN 3339,,,25,13.9,4.93021,24.260419,3.482107
NN 3361B,,,25,7.71,1.649117,17.255206,-18.015904
NN 3377C,,,25,14.31,0.185722,24.917625,-2.019282
NN 3402,,,25,11.78,-4.3302,23.666923,6.791619
NN 3424,,,25,9.63,-6.323106,21.757725,10.565024
NN 3465,,,25,11.57,-11.719123,21.911542,2.747087
NN 3510A,,,25,10.94,-15.858417,18.931908,3.885033
NN 3511B,,,25,10.97,-15.858417,18.931908,3.885033
NN 3561,,,25,12.01,-20.115785,14.603419,-2.663717
NN 3628B,,,25,12.11,-14.774025,4.61205,19.633064
NN 3718,,,25,9.9,-19.332842,-1.306997,15.796614
NN 3755,,,25,12.15,-21.749634,-4.879524,11.320057
GJ 1166A,,,25,10.98,-22.583264,-5.151916,9.407576
GJ 1166B,,,25,12.29,-22.579072,-5.159573,9.412898
NN 3763,,,25,11,-22.912988,-7.096694,7.04499
NN 3832C,,,25,11.97,-20.086334,-13.331022,-6.619897
NN 3864A,,,25,7.33,-17.423856,-15.223752,-9.468191
NN 3865B,,,25,14.31,-17.419293,-15.231127,-9.464726
NN 3914,,,25,11.11,-12.043375,-17.743065,-12.85071
NN 3932,,,25,12,-12.088483,-20.905047,6.468976
NN 3982,,,25,6.85,-2.966769,-11.526153,-21.985133
NN 3994,,,25,10.36,-4.379773,-21.855107,11.321305
NN 4086B,,,25,10.31,3.407853,-14.163419,-20.317089
NN 4094A,,,25,8.61,2.988735,-10.545956,22.468874
Wo 9677B,,,25,11.51,6.233535,-11.200289,21.463844
NN 4175,,,25,12.11,16.635039,-16.431643,8.847405
NN 4192,,,25,11.65,19.236495,-15.533842,3.69554
NN 4220,,,25,9.8,20.855722,-13.550114,2.536392
NN 4255,,,25,13.88,4.436886,-2.471109,24.478719
GJ 1281,,,25,10.48,23.064146,-5.039164,-8.233631
NN 4364,,,25,9.4,24.709421,-1.119754,3.631897
NN 4376,,,25,11.96,24.934594,-0.49774,-1.737326
